0.889461 0.987595 0.915688 0.143092 0.347754 0.0155331 5.8328 0 0.806293
1.00891 0.852309 0.870053 0.149418 0.344349 0.021543 110.325 0 8.50701
1.06036 1.07866 0.864239 -0.137413 0.205128 -0.107729 165.77 0 17.9003
1.07601 0.871806 1.11541 -0.0508709 -0.0178146 -0.180075 28.0921 0 3.30813
1.1193 0.868169 1.00136 -0.144774 -0.00481865 -0.327414 12.4425 0 1.42414
0.965243 1.12415 0.989334 -0.359933 0.216164 -0.299708 116.152 0 12.0214
1.03886 1.06762 1.11657 -0.154943 0.010619 0.276785 141.975 0 18.8857
0.974618 0.990375 0.903498 0.0573238 -0.373557 -0.0012159 126.247 0 11.0689
1.11722 1.10261 0.913825 -0.295658 -0.180329 -0.0685654 119.757 0 13.9199
0.921973 0.945262 1.04562 0.145077 -0.0898197 -0.281974 142.66 0 13.6581
1.13662 0.894445 0.97263 0.0519189 -0.00918836 0.368876 33.7018 0 3.57597
1.03878 1.04538 1.09092 -0.0188546 -0.2374 0.321339 23.9609 0 3.09163
0.973094 1.11569 0.89866 -0.107729 -0.291913 -0.0357542 76.3094 0 7.86229
1.1295 0.914575 1.12268 0.288688 0.0047647 0.254049 77.9872 0 9.30769
1.03982 1.09741 1.06066 0.363532 -0.168547 0.0115477 69.8524 0 8.76035
1.11297 1.06892 1.06469 0.165228 -0.384726 0.0199899 10.9991 0 1.70176
0.996683 1.05461 1.12499 0.312015 -0.288644 0.39149 75.2504 0 7.17635
1.0044 0.981918 1.09199 -0.230785 -0.277116 0.0930803 0.1483 0 0.200444
1.0682 0.975317 1.05417 0.269136 0.262966 -0.33461 106.218 0 10.1927
0.914064 0.966647 1.13426 -0.184628 -0.172772 0.227092 47.6037 0 5.16
0.853395 1.14497 1.09592 -0.081485 -0.258496 -0.273815 43.388 0 4.78333
0.880491 1.04042 1.08843 0.202352 0.106744 0.0785733 53.7823 0 5.98963
0.885231 1.00784 1.0264 0.162392 -0.27065 0.288181 93.946 0 8.13884
0.944802 1.00856 1.02644 -0.0553218 -0.103819 -0.0425072 65.4326 0 7.29118
0.873479 0.926177 1.05287 0.182887 0.355802 0.35213 77.6817 0 6.22715
